primary_key,OUTPUT:answer1,OUTPUT:confidence1,ai_dec,agreement1,cw_acc1,ground_truth,context
cc8ebd57ef012a485fc41063658f7ddc,1,6.0,1.0,1.0,1.0,1.0,recid
d04279bd38dc222fff864744cfd226ce,1,7.0,0.0,0.0,1.0,1.0,recid
d050f5b175a306a0832e3489a8080997,0,5.0,1.0,0.0,0.0,1.0,recid
d1d909f008d9a473e321c469b09888f6,1,7.0,0.0,0.0,1.0,1.0,recid
d7af2392c7c18a5166575998aa5a5c82,1,4.0,1.0,1.0,1.0,1.0,recid
dd929a19f82ac97963afe70e528c7573,1,5.0,0.0,0.0,0.0,0.0,recid
de2b6c313a575ea20d163617542e75fb,1,7.0,1.0,1.0,1.0,1.0,recid
dea818c9f05e1965a331a8ec1e4fec3d,1,5.0,0.0,0.0,1.0,1.0,recid
dff194c87312ef0eefaee02a3494e55a,0,1.0,0.0,1.0,1.0,0.0,recid
e18bd68efa9882bb2c450fb3255d7273,1,7.0,1.0,1.0,1.0,1.0,recid
ebd7e042ca5c5ba4becf5394463bda8d,1,6.0,0.0,0.0,0.0,0.0,recid
ebe7bdc24d1a71b13d8d8b735d5c2102,1,7.0,0.0,0.0,0.0,0.0,recid
f09f4a6bdc779cb9d4190634da192b0f,1,4.0,1.0,1.0,1.0,1.0,recid
f21580d5f14e505be15d103497c6d9c1,1,6.0,0.0,0.0,1.0,1.0,recid
f4a665b7990aeee55a5556ec68c0581d,1,5.0,0.0,0.0,1.0,1.0,recid
f7a1f931a8cd7a8a6e7e59aaba12aaca,1,6.0,1.0,1.0,1.0,1.0,recid
f7dc3f8bbfbf0ca5582c5ca067fd917b,0,6.0,0.0,1.0,1.0,0.0,recid
ffdea5ab195189149c33f0dfad983307,0,3.0,0.0,1.0,0.0,0.5,recid
