primary_key,OUTPUT:answer1,OUTPUT:confidence1,OUTPUT:answer2,OUTPUT:confidence2,ai_dec,agreement1,agreement2,cw_acc1,cw_acc2,ground_truth,context
66b695f08ecfa8caa668cb0fd552519c,1,3.0,1,2.5,1.0,1.0,1.0,0.0,0.0,0.0,loan
69e41215954a8cb313ad23f7fbdaa282,1,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
6fbe88e4e47375d4f34b1e5364155dcd,1,6.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
702d0d8bdde69291b171d47c0d7de289,0,5.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,loan
75d3812541667057cd25f195885d05e7,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,loan
886dcd3efd4a88a00bd0900b0a900824,1,5.0,0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,loan
887aed643646dfb3c599924f3d50e21b,1,5.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
8bbbf4be9dac7e64b47d077e846a95af,1,7.0,1,7.0,1.0,1.0,1.0,1.0,1.0,1.0,loan
95fa4b75e12315892f3c6d762b89e5d5,1,5.0,0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,loan
9d6c0006b436c25a303f0e6e129d12ba,1,5.0,0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,loan
9ecb6928e6cdd21e17d037ffdad05133,0,5.0,0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,loan
acc78d5fb3575c0e4436abdd4ad25f54,1,4.0,1,4.0,0.0,0.0,0.0,1.0,1.0,1.0,loan
b38c16bccb07cd808a12c84c6398f4e3,1,6.0,1,6.0,1.0,1.0,1.0,1.0,1.0,1.0,loan
bded0bf866ae9589713ec4bcb74c37df,1,2.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,loan
bdf9479198ff88cbba03a570acdb8db5,1,5.0,1,5.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
be85f2928df1008813594edfa4b5fda2,0,4.0,0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,loan
bfabd4d670cee2cbec60ab2356d0e11f,1,6.0,1,6.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
c20b7585acff02415ff7a08dc1a23340,0,4.0,0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,loan
c8f6d558a808777c49c35192f91ffb4a,0,5.0,0,6.0,1.0,0.5,0.0,0.0,0.5,0.5,loan
cb4318314d8fb387f403c75e8c62aef0,1,4.666666666666667,0,4.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,loan
ce6a3f63c047b5cbf00de6d77a2d0660,0,1.0,0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,loan
d3d37d00ab688413d932b17833d41ee4,0,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,loan
d7b7f11ee70264bf8fd0d5dc7815d6ad,1,6.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,loan
d8b503fbe044f3a06c5abbce94911812,0,4.0,0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,loan
da88fed8770d41d80fbe28ffc35ccd62,0,6.0,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,loan
dd838baec74ba5ba55025c4b4befbfc6,0,7.0,0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,loan
e0681ec55630751f4d809c6a5a1f2c73,0,7.0,0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,loan
e080c4550f2194cd28040d3a0bd7066b,0,4.0,0,4.0,0.0,0.5,0.5,1.0,1.0,0.5,loan
e30183cce33bcc953fc780cc1834e7f3,1,5.0,1,5.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
e9882966cb0434ecd339e08151085bd0,0,5.0,1,3.0,1.0,0.0,1.0,1.0,0.0,0.0,loan
e9afcbad03d16bb80413a08fc886bf92,1,6.0,1,6.0,1.0,1.0,1.0,0.0,0.0,0.0,loan
e9cdfbebe495251273eb173046071ce6,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,loan
ebb536e2c01cf34eb0181e1fcb6d047d,1,4.0,1,5.0,1.0,1.0,1.0,1.0,1.0,1.0,loan
ef89305c8a8eb302c314a18a5d534535,1,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,loan
f8354ebdb9eb88b48c0b388b8f959993,0,2.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,loan
